"electorate","province_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","incumbent","candidate_gender","prelim_winner","final_winner"
"General","04","1515007","34","Sediqa Mubariz","صدیقه مبارز","Yes","Female","Yes","Yes"
"General","05","7939501","6","Alhaj Shakila Hashimi","الحاج شکیلا هاشمی","Yes","Female","Yes","Yes"
"General","05","1553209","19","Eng. Sahib Khan","انجینر صاحب خان","No","Male","No","Yes"
"General","05","1553204","23","Hajji Muhammad Akbar Stanikzai","حاجی محمد اکبر ستانکزی","No","Male","Yes","Yes"
"General","05","2395900","34"," Wali Wahdat Yar Ahmadzai","والی وحدت یار احمدزی","No","Male","Yes","No"
"General","05","4975661","36"," Hajji Ali Muhammad","حاجی علی محمد","Yes","Male","Yes","Yes"
"General","06","8948606","4","Ustad Muhammad Arif Rahmani","استاد محمد عارف رحمانی","No","Male","Yes","Yes"
"General","06","4968179","14"," Ali Akbar Qasimi","علی اکبر قاسمی","Yes","Male","Yes","Yes"
"General","06","1124252","15","Eng. Nafisa Azimi","انجنیر نفیسه عظیمی","No","Female","Yes","Yes"
"General","06","7726013","17","Shah Gull Rezayee","شاه گل رضایی","Yes","Female","Yes","Yes"
"General","06","8948631","18","Alhaj Khuda Dad Erfani","الحاج خداداد عرفانی","No","Male","Yes","Yes"
"General","06","2814184","28","Dr. Abdul Qayoom Sajadi","داکتر عبدالقیوم  سجادی","No","Male","Yes","Yes"
"General","06","8948614","37"," Chaman Shah Etimadi","چمن شاه اعتمادی","No","Male","Yes","Yes"
"General","06","8948620","39","Huma Sultani","هما سلطانی","No","Female","Yes","Yes"
"General","06","8948622","67","Ustad Muhammad Ali Akhlaqi","استاد محمد علی اخلاقی","No","Male","Yes","Yes"
"General","06","3228515","76","Muhammad Ali Alizada","محمدعلی علی زاده","No","Male","Yes","Yes"
"General","06","8948611","80","Dr. Shah Jahan","دوکتور شاه جهان","No","Male","Yes","Yes"
"General","07","3064415","1","Hajji Muhammad Rahim Katawazai","حاجی محمد رحیم کټوازی","No","Male","Yes","No"
"General","07","4774455","3","Nadir Khan Katawazai","نادر خان  کټوازی","No","Male","Yes","Yes"
"General","07","98512","12","Najiya","ناجیه","No","Female","Yes","Yes"
"General","07","3064406","17"," Mahmood Khan Suliman Khil","محمودخان سليمان خيل","No","Male","Yes","No"
"General","07","3064407","20"," Hajji Abdul Qadeer","حاجی عبدالقدير","No","Male","No","Yes"
"General","07","98517","22"," Sayed Ishaq Gailani","سيد اسحق گيلانی","Yes","Male","No","Yes"
"General","08","5169813","4","Eng. Shir Gul Paktiawal","انجینر شیر ګل پکتیاوال","No","Male","Yes","No"
"General","08","5602609","18","Dr. Mujeeb‐ur‐ Rahman Samkanai","ډاکتر مجیب الرحمن څمکنی","No","Male","No","Yes"
"General","08","5169819","23","Razia Sadat Mangal","راضیه  سعادت  منګل","No","Female","Yes","Yes"
"General","08","5169802","26","Alhaj Nawab Mangal","الحاج  نواب  منګل","No","Male","Yes","Yes"
"General","08","6613836","41","Diploma Eng. Dilawar Tutakhil","دپلوم  انجینر  دلاور  طوطاخیل","No","Male","Yes","No"
"General","08","5169817","51","Muhammad Ibrahim Ghashtalay","محمد ابراهیم  غښتلی","No","Male","No","Yes"
"General","08","5604487","57","Alhaj Gul Badsha Majeedi","الحاج ګل بادشاه مجیدی","Yes","Male","Yes","Yes"
"General","09","7023606","1","Homayoon","همایون","No","Male","Yes","Yes"
"General","09","7023611","4","Sahira Sharif","ساهره شریف","Yes","Female","Yes","Yes"
"General","09","7647395","9","Leyaqatullah Babakarkhil","لیاقت الله بابکرخیل","Yes","Male","Yes","Yes"
"General","09","13833760","12","Kamal Nasir Usoli","کمال ناصر  اصولی","No","Male","Yes","Yes"
"General","09","7023618","54","Alhaj Dr. Mirbat Khan Mangal","الحاج داکتر میربت خان منگل","No","Male","Yes","Yes"
"General","10","8913437","33"," Frishta Anwari","فرشته انوری","No","Female","Yes","Yes"
"General","10","7736015","39"," Mirwais Yasini","میرویس یاسینی","Yes","Male","Yes","Yes"
"General","10","7621064","45","Dr. Asamatullah Shenwari","داکتر عصمت الله  شینواری","No","Male","Yes","Yes"
"General","10","8913424","47","Hajji Abdul Zahir Qader","حاجی عبدالظاهر  قدیر","No","Male","Yes","Yes"
"General","10","30007","49","Saima Khugiani","سایمه خوگیاڼۍ","Yes","Female","Yes","Yes"
"General","10","30003","59","Arian Yoon","آرین یون","Yes","Female","Yes","Yes"
"General","10","1347516","65","Hajji Hazrat Ali","حاجی حضرت علی","Yes","Male","Yes","Yes"
"General","10","8913410","81","Eng. Sayed Akram","انجنیر سید اکرام","No","Male","Yes","Yes"
"General","10","7622400","97","Hajji Per Bakhsh Gardiwal","حاجی پیربخش  گردیوال","Yes","Male","Yes","Yes"
"General","10","3340708","107"," Layluma Wali Hakimi","لیلماه ولی حکمی","No","Female","Yes","Yes"
"General","10","6413008","108","Amir Jan Dauwlatzai","امیر جان دولتزی","No","Male","Yes","Yes"
"General","10","102899176","109","Hajji Amir Khan Yar","حاجی امیر خان  یار","No","Male","Yes","Yes"
"General","10","1324605","121","Farydoon Momand","فریدون مومند","Yes","Male","Yes","Yes"
"General","10","4340863","154","Eng. Abdul Ghafar","انجینر عبدالغفار","No","Male","Yes","Yes"
"General","11","10060214","2","Maulawi Shazada Shaid","مولوی شهزاده شاهد","Yes","Male","Yes","Yes"
"General","11","1446468","6","Hajji Salih Muhammad","حاجی صالح محمد","No","Male","Yes","Yes"
"General","11","298402","18","Wagma Sapai","وږمه ساپۍ","No","Female","Yes","Yes"
"General","11","1136901","26","Hajji Sakhi ","حاجی سخی","No","Male","Yes","Yes"
"General","12","8592576","5","Alhaj Zefnoon Safi","الحاج زیفنون صافی","Yes","Female","No","Yes"
"General","12","11468889","9","Gull Mari","گل مرۍ","No","Female","Yes","No"
"General","12","7767635","41"," Hajji Muhammad Hassan Mamozai","حاجی محمد حسن  مموزی","No","Male","Yes","Yes"
"General","12","2829966","45"," Eng. Muhammad Alam Qarar","انجینر محمد عالم قرار","Yes","Male","Yes","Yes"
"General","12","8834725","58"," Alhaj Major General Naqeebullah","الحاج برید جنرال نقیب الله","No","Male","Yes","Yes"
"General","13","5795203","6","Dr. Parween Nooristani","داکټر پروین نورستانی","No","Female","Yes","Yes"
"General","13","5795212","13","Maulawi Ahmadullah Muahid","مولوی احمد الله موحد","No","Male","No","Yes"
"General","13","8364004","17","Noorullah Memmar","نورالله معمار","No","Male","Yes","No"
"General","14","12536497","3","Alhaj Shah Abdul Ahad Afzali","الحاج شاه عبدالاحد افضلی","No","Male","Yes","Yes"
"General","14","11647791","14","Saranwal Abdul Rawouf","څارنوال عبدالروف","No","Male","Yes","No"
"General","14","2233812","15","Muhammad Zekria Soda","محمد ذکریا سودا","No","Male","Yes","Yes"
"General","14","2233821","34","Fauzia Kofi","فوزیه کوفی","Yes","Female","Yes","Yes"
"General","14","2474774","44","Abdul Wali Niazi","عبدالولی نیازی","No","Male","No","Yes"
"General","14","2233843","50","Abdul Latif Pedram","عبداللطیف پدرام","No","Male","Yes","Yes"
"General","14","2233825","51","Alhaj Zalmai Mujadidi","الحاج زلمی مجددی","Yes","Male","Yes","Yes"
"General","14","1840837","57","Dr. Nilofar Ibrahimi","داکتر نیلوفر ابراهیمی","No","Female","Yes","Yes"
"General","14","2233831","80","Amanullah Payman","امان الله پیمان","Yes","Male","Yes","Yes"
"General","14","2233813","81"," Alhaj Safiullah Muslim","الحاج صفی الله مسلم","No","Male","Yes","Yes"
"General","15","2958405","21"," Habiba Danish","حبیبه  دانش","Yes","Female","Yes","Yes"
"General","15","2958416","32","Maryam Kofi","مریم   کوفی","No","Female","Yes","Yes"
"General","15","524005","33"," Amir Abdul Wahid Faqir Zada","امیر عبدالواحد   فقیر زاده","No","Male","Yes","Yes"
"General","15","1959001","35","Sayed Akram-u-Din Masoomi","سید اکرام الدین  معصومی","No","Male","Yes","Yes"
"General","15","2118903","56","Alhaj Wakeel Abdul Jabar","الحاج وکیل عبدالجبار","Yes","Male","Yes","Yes"
"General","15","524007","57","Alhaj Abdul Mutalib Bek","الحاج عبدالمطلب بیک","No","Male","Yes","Yes"
"General","15","2031376","61","Raiees Abdul Baqi Malik Zada","رییس عبدالباقی ملک زاده","Yes","Male","Yes","Yes"
"General","15","102647737","72"," Qudratullah Zaki","قدرت الله ذکی","No","Male","Yes","Yes"
"General","15","1645501","85","Qazi Muhammad Kabir Marzban","قاضی محمد کبیر  مرزبان","No","Male","Yes","Yes"
"General","16","4878581","17","Shukria Esa Khil","شکریه عیسی خیل","Yes","Female","Yes","Yes"
"General","16","102197503","21","Delawar Aymaq","دلاور ایماق","No","Male","No","Yes"
"General","16","4780154","38","Sayed Mansoor Naderi","سید منصور نادری","Yes","Male","Yes","Yes"
"General","16","138080","51","Alhaj Ustad Najya Aymaq","الحاج استاد ناجیه ایماق","Yes","Female","Yes","Yes"
"General","16","6984209","53","Dr. Muhammad Naseem Mudabbir","داکتر محمد نسیم مدبر","No","Male","Yes","No"
"General","16","7554179","70","Muhammad Zahir Ghani Zada A.K.A Qand Agha","محمد ظاهر غنی زاده مشهور به قند آغا","No","Male","No","Yes"
"General","16","8914174","77","Muhammad Azim Muhsini","محمد عظیم محسنی","No","Male","Yes","Yes"
"General","16","8296433","79","Hajji Ashuqullah Wafa","حاجی عاشق الله وفا","No","Male","Yes","No"
"General","16","6984216","83","Obaidullah Rameen","عبید الله رامین","No","Male","Yes","Yes"
"General","16","6984234","90","Dr. Mahdi","داکتر مهدی","No","Male","Yes","Yes"
"General","17","8927225","3","Shaista Baz Nasiri","شایسته باز ناصری","No","Male","Yes","Yes"
"General","17","8352209","14","Shukria Paykan Ahmadi","شکریه پیکان احمدی","No","Female","Yes","Yes"
"General","17","8628908","15","Abdul Wodood Payman","عبدالودود پیمان","No","Male","Yes","Yes"
"General","17","8352211","25","Sayed Dawood Nadiri","سید داود نادری","No","Male","Yes","Yes"
"General","17","8352210","28","Dr. Fatima Aziz","داکتر فاطمه عزیز","Yes","Female","Yes","Yes"
"General","17","2031119","55"," Hajji Abdul Rawoof Ibrahimi","حاجی عبدالروف ابراهیمی","Yes","Male","Yes","Yes"
"General","17","3956012","56","Alhaj Nazari Turkmani","الحاج نظری ترکمن","No","Male","Yes","Yes"
"General","17","1850042","81"," Malim Chahari","معلم چهاری","No","Male","Yes","Yes"
"General","17","8352216","87"," Eng. Kamal","انجنیر کمال","No","Male","Yes","Yes"
"General","18","5798715","10","Muhammad Tahir Zaher","محمد طاهر  زهیر","No","Male","No","Yes"
"General","18","100330140","12","Makhdum Abdalullah Muhammadi","مخدوم ابدال الله  محمدی","No","Male","Yes","Yes"
"General","18","5798704","25","Alhaj Ahmad Khan Samangani","الحاج احمد خان سمنگانی","Yes","Male","Yes","No"
"General","18","5798711","30","Alhaj Makhdum Muhebullah Furqani","الحاج مخدوم محیب الله  فرقانی","No","Male","Yes","Yes"
"General","18","5798722","32","Dr. Masoma Khawri","داکتر معصومه   خاوری","No","Female","Yes","Yes"
"General","19","4059723","4","Alhaj Maulawi Abdul Rahman Rahmani","الحاج مولوی عبدالرحمن رحمانی","No","Male","Yes","Yes"
"General","19","2759639","7","Alhaj Muhammad Abdah","الحاج محمد عبدّه","Yes","Male","Yes","Yes"
"General","19","7709513","16","Alhaj Muhammad Ishaq Rahguzar","الحاج محمداسحق رهگذر","Yes","Male","Yes","Yes"
"General","19","7709527","27","Dr. Gulalay Noor Safi","داکتر گلالی نور صافی","Yes","Female","Yes","Yes"
"General","19","1813154","38","Alhaj Alam Khan Azadi","الحاج علم خان   آزادی","Yes","Male","Yes","Yes"
"General","19","1819238","60"," Sifora Niazai","صیفوره نیازی","Yes","Female","Yes","Yes"
"General","19","4059726","65","Ahmad Shah Ramazan","احمد شاه  رمضان","No","Male","Yes","Yes"
"General","19","12668564","69","Muhammad Farhad Azimi","محمد فرهاد عظیمی","No","Male","Yes","Yes"
"General","19","2754991","71","Brishna Rabie","برشنا ربیع","No","Female","Yes","Yes"
"General","19","4059711","79","Abas Ibrahim Zada","عباس ابراهیم زاده","No","Male","Yes","Yes"
"General","19","4059725","80","Assadullah Sharifi","اسدالله شریفی","No","Male","Yes","Yes"
"General","20","7364001","1","Fahima Sadat","فهیمه سادات","Yes","Female","Yes","Yes"
"General","20","6550805","12","Dr. Enayatullah Babur Ferahmand","داکتر عنایت الله بابر فرهمند","No","Male","Yes","Yes"
"General","20","5454503","13","Abdul Satar Darzabi","عبدالستاردرزابی","Yes","Male","Yes","Yes"
"General","20","6550806","24","Baz Muhammad Juzjani","بازمحمد  جوزجانی","Yes","Male","Yes","Yes"
"General","20","5454513","38"," Hajji Muhammad Ismail","حاجی محمد اسمعیل","No","Male","Yes","Yes"
"General","21","7727510","4","Aziza Jalis","عزیزه جلیس","No","Female","Yes","Yes"
"General","21","9855114","14"," Alhaj Muhammad Rahim Ayubi","الحاج محمد رحیم ایوبی","No","Male","Yes","No"
"General","21","8997307","20","Sayed Anwar Sadat","سید انور سادات","No","Male","Yes","Yes"
"General","21","7727514","26","Muhammad Hussain Faheemi","محمد حسین فهیمی","Yes","Male","No","Yes"
"General","21","13874583","32","Sayed Muhammad Hassan Sharifi Balkhabi","سید محمد حسن شریفی بلخابی","No","Male","Yes","Yes"
"General","21","8997312","41","Hajji Khair Muhammad Aymaq","حاجی خیر محمد ایماق","Yes","Male","Yes","Yes"
"General","22","6821181","4","Bashir Ahmad Tah Yenj","بشیر احمد  ته ینج","No","Male","Yes","Yes"
"General","22","5794919","9","Asifa Shadab","آصفه شاداب","Yes","Female","Yes","Yes"
"General","22","6831775","12","Dr. Naqebullah Fayeq","داکتر نقیب الله فایق","No","Male","Yes","Yes"
"General","22","11582530","13","Hajji Muhammad Hashim","حاجی محمد هاشم","No","Male","Yes","Yes"
"General","22","11585218","16","Muhammad Shakar Kargar","محمد شاکر کارگر","Yes","Male","No","Yes"
"General","22","1779209","24","Eng. Muhammad Hashim Awartaq","انجنیر محمد هاشم اورتاق","No","Male","Yes","Yes"
"General","22","6833317","27"," Gull Muhammad Pahlawan","گل محمد پهلوان","No","Male","Yes","No"
"General","22","11582510","36","Alhaj Fathullah Qaisari","الحاج فتح اله قیصاری","Yes","Male","Yes","Yes"
"General","22","8063801","52","Rangina Kargar","رنگینه کارگر","No","Female","Yes","Yes"
"General","22","5794903","77","Fauzia Raoufi","فوزیه روفی","Yes","Female","Yes","Yes"
"General","23","5224115","2","Hajji Muhammad Anwar Yawari","حاجی محمد انور یاوری","No","Male","Yes","No"
"General","23","773273","13"," Safia Aymaq","صفیه ایماق","No","Female","Yes","Yes"
"General","23","772781","15","Hajji Ghulam Sarwar Faiez","حاجی غلام سرو ر  فایز","No","Male","Yes","Yes"
"General","23","11502663","24","Sayed Muhammad Musa Janab Sahib","سید محمد موسی جناب صاحب","No","Male","Yes","Yes"
"General","23","6199420","25","Alhaj Qazi Abdul Rahim","الحاج قاضی عبدالرحیم","No","Male","No","Yes"
"General","24","3581311","5","Alhaj Rahima Jami","الحاج رحیمه   جامی","Yes","Female","Yes","No"
"General","24","3581314","6","Alhaj Ghulam Qadir Akbar","الحاج غلام قادر  اکبر","No","Male","Yes","No"
"General","24","3581323","7","Alhaj Eng. Monawar Shah Bahaduri","الحاج انجینر منورشاه بهادری","No","Male","No","Yes"
"General","24","100157849","13","Hajji Khalil Ahmad Shahed Zada","حاجی خلیل  احمد شهید زاده","No","Male","Yes","Yes"
"General","24","3581318","15","Ustad Najla Dehqan Nazhad","استاد نجلا دهقان نژاد","Yes","Female","Yes","Yes"
"General","24","100576109","36","Muhammad Reza Khushak Watan Dost","محمد رضا خوشک وطن دوست","No","Male","Yes","Yes"
"General","24","7439026","47","Hajji Aziz Ahmad Nadim","حاجی عزیز احمد نادم","Yes","Male","Yes","No"
"General","24","7278158","53","Ghulam Farooq Majroh","غلام فاروق مجروح","No","Male","Yes","Yes"
"General","24","10144851","63","Dr. Muhammad Salih Saljoqi","داکتر محمد صالح سلجوقی","Yes","Male","No","Yes"
"General","24","5245021","65","Masooda Karukhi","مسعوده کرخی","No","Female","Yes","Yes"
"General","24","8763148","68","Abdul Hadi Jamshedi","عبدالهادی جمشیدی","Yes","Male","No","Yes"
"General","24","3730921","78","Muhammad Maroof Fazli","محمد معروف   فضلی","No","Male","Yes","No"
"General","24","10753192","93","Alhaj Muhammad Rafiq Shaheer","الحاج محمد رفیق شهیر","No","Male","No","Yes"
"General","24","3581316","94","Ahmad Wahed Taheri","احمد وحید طاهری","Yes","Male","Yes","No"
"General","24","10072092","99","Hajji Muhammad Arif Tayeb","حاجی محمد عارف طیب","Yes","Male","No","Yes"
"General","24","10727628","100","Ahmad Farhad Majedi","احمد فرهاد  مجیدی","No","Male","Yes","Yes"
"General","24","6294245","103","Hajji Ghulam Farooq Nazari","حاجی  غلام فاروق نظری","No","Male","Yes","Yes"
"General","24","3581317","107","Shanaz Hemati","شهناز همتی","Yes","Female","Yes","Yes"
"General","24","3581333","114","Ahmad Bihzad","احمد بهزاد","Yes","Male","Yes","Yes"
"General","24","8605402","126","Qazi Nazer Ahmad Hanafi","قاضی نذیر احمد حنفی","Yes","Male","Yes","Yes"
"General","24","5306212","138","Nahid Ahamdi Farid","ناهید احمدی فرید","No","Female","Yes","Yes"
"General","24","3581308","146","Yasamin Barikzai","سیمین بارکزی","No","Female","No","Yes"
"General","24","3581309","147","Hajji Nisar Ahmad Faizi Ghoryani","حاجی نثاراحمد  فیضی غوریانی","No","Male","Yes","No"
"General","25","6984707","1","Samiullah Samim","سمیع اله صمیم","No","Male","Yes","Yes"
"General","25","6020518","3","Alhaj Saranwal Muhammad Sarwar Usmani Farahi","الحاج څارنیال محمدسرورعثمانی فراهی","No","Male","No","Yes"
"General","25","8941366","14"," Ustad Humaira Ayubi","استاد حمیرا ایوبی","No","Female","Yes","Yes"
"General","25","5742951","15"," Abdul Wali Hamidy","عبدالولی حمیدی","No","Male","Yes","No"
"General","25","5795580","16"," Hajji Mammor Mussa","حاجی مامور موسی","Yes","Male","Yes","Yes"
"General","25","6984709","29","Masoud Bakhtar","مسعود بختور","No","Male","Yes","No"
"General","25","3155664","34"," Abdul Sabor Khidmat ","عبدالصبور خدمت","No","Male","No","Yes"
"General","26","9664508","6","Frishta Amini","فرشته امینی","No","Female","Yes","Yes"
"General","26","5798503","11","Farida Hamedi","فریده حمیدی","No","Female","Yes","Yes"
"General","27","7092234","13","Massoud Khan Noorzai","مسعود خان   نورزی","No","Male","Yes","Yes"
"General","27","13470115","14","Nasima Niazai","نسیمه   نیازۍ","Yes","Female","Yes","Yes"
"General","27","5798809","16","Abdul Jabar","عبدالجبار","No","Male","No","Yes"
"General","27","4240876","17","Abdul Wudod","عبدالودود","No","Male","Yes","Yes"
"General","27","5799000","21","Hajji Mualim Mirwali","حاجی معلم میرولی","No","Male","Yes","No"
"General","27","5798806","27","Hajji Abdul Hay","حاجی عبدالحی","No","Male","Yes","Yes"
"General","27","5798803","32"," Habiba Sadat","حبیبه سادات","No","Female","Yes","Yes"
"General","27","7195060","35"," Hajji Muhammad Wali Alizai","حاجی محمد ولی     علیزی","No","Male","Yes","Yes"
"General","27","6177262","41"," Shikh Namtullah Ghafari","شیخ نعمت الله   غفاری","Yes","Male","Yes","Yes"
"General","28","5689360","1","Khalid Pashtoon","خالد پښتون","Yes","Male","No","Yes"
"General","28","5768602","11","Attaullah Jan Habib","عطاالله جان حبیب","No","Male","No","Yes"
"General","28","6129827","13"," Muhammad Naiem Lalay Hamidzai","محمد نعیم لالی حمیدزی","No","Male","Yes","Yes"
"General","28","5684482","14"," Hajji Muhammad Omar Nangialay","حاجی محمد عمر ننگیالی","No","Male","Yes","Yes"
"General","28","106946608","23"," Alhaj Mullah Sayed Muhammad Akhund","الحاج ملا سید محمد اخند","No","Male","Yes","Yes"
"General","28","5768613","25"," Hashmat Khalil Karzai","حشمت خلیل کرزی","No","Male","Yes","No"
"General","28","3305132","27","Turan Sahib Abdul  Khaliq Khan Balakarzai","تورن صاحب عبدالخالق خان بالاکرزی","No","Male","Yes","Yes"
"General","28","7183273","28"," Dr. Mahmood Khan","ډاکټر محمود خان","No","Male","Yes","Yes"
"General","28","6496945","30","Shakiba Hashimi","شکیبا هاشمی","Yes","Female","Yes","Yes"
"General","28","102252873","37","Bibi Hamida","بی بی حمیده","No","Female","Yes","Yes"
"General","28","5768603","43","Fariba Ahmadi Kakar","فریبا احمدی کاکړ","No","Female","Yes","Yes"
"General","28","5767605","47"," Niaz Muhammad Hajji Amir Lalay","نیازمحمد حاجی آمیر لالی","Yes","Male","Yes","No"
"General","28","4556370","48"," Abdul Rahim Ayubi","عبدالرحیم ایوبی","No","Male","Yes","Yes"
"General","29","3411775","6","Hajji Muhammad Ismail Zabuli","حاجي محمد اسماعیل زابلي","No","Male","Yes","No"
"General","29","11382256","7","Hamidullah Tukhi","حمیدالله توخی","Yes","Male","Yes","No"
"General","29","6998194","9","Abdul Qadir Qalatwal","عبدالقادر قلاتوال","No","Male","No","Yes"
"General","29","8948804","12","Zahra Tukhi Zabuli","زهرا توخي زابلي","No","Female","Yes","Yes"
"General","29","102410804","14","Abdul Habib Andiwal","عبدالحبیب انډیوال","No","Male","No","Yes"
"General","30","5794704","1","Muhammad Hashim","محمد هاشم وطنوال","Yes","Male","No","Yes"
"General","30","6230730","2","Hajji Qudratullah Rahimi","حاجی قدرت الله رحیمی","No","Male","Yes","No"
"General","30","5794705","8","Raihana Azad","ریحانه آزاد","No","Female","Yes","Yes"
"General","30","5794702","12","Hajji Obaidullah Barikzai","حاجی عبیدالله   بارکزي","No","Male","Yes","Yes"
"General","31","2389901","15","Alhaj Karam ‐ud‐ Din Reza Zada","الحاج کرام الدین رضا زاده","No","Male","Yes","Yes"
"General","31","2934400","19","Ruqia Naiel","رقیه نایل","Yes","Female","Yes","Yes"
"General","31","3241001","20","Aqay Bahr","آقای بحر","No","Male","Yes","Yes"
"General","31","2293018","25","Hajji Qurban Kohistnai","حاجی قربان کوهستانی","Yes","Male","Yes","Yes"
"General","31","2293017","31","Seema Joyenda","سیما جوینده","No","Female","Yes","Yes"
"General","31","5786940","36","Dr. Muhammad Ibrahim Malikzad","داکتر محمد ابراهیم   ملکزاده","Yes","Male","Yes","Yes"
